,words,frequency,ngram
1294,프로,5413,2
1295,모든,5384,2
1296,시간,5342,2
1297,몇,5313,1
1298,본,5310,1
1299,불,5291,1
1300,께,5276,1
1301,모두,5265,2
1302,깁,5262,1
1303,남깁,5262,2
1304,깁니,5262,2
1305,주부,5262,2
1306,남깁니,5262,3
1307,깁니다,5262,3
1308,방에서,5262,3
1309,남깁니다,5262,4
1310,없어,5261,2
1311,사업이,5225,3
1312,자금,5210,2
1313,아지,5207,2
1314,심,5205,1
1315,사업을,5203,3
1316,램,5195,1
1317,그램,5195,2
1318,크를,5186,2
1319,허,5178,1
1320,매일,5177,2
1321,이런,5132,2
1322,위에,5090,2
1323,주위,5089,2
1324,주위에,5089,3
1325,하니,5088,2
1326,은정,5077,2
1327,좋은정,5077,3
1328,은정보,5077,3
1329,좋은정보,5077,4
1330,꾸,5065,1
1331,이용,5061,2
1332,한국,5052,2
1333,던,5042,1
1334,안들어,5020,3
1335,갑니,5019,2
1336,갑니다,5019,3
1337,거리,5014,2
1338,저는,5012,2
1339,마음,4981,2
1340,저님,4958,2
1341,유저님,4958,3
1342,저님들,4958,3
1343,유저님들,4958,4
1344,보도,4947,2
1345,관,4945,1
1346,바른,4943,2
1347,지급,4907,2
1348,원하는,4879,3
1349,페에,4878,2
1350,공감,4878,2
1351,이대,4878,2
1352,대감,4878,2
1353,료충,4878,2
1354,시다,4878,2
1355,단톡,4878,2
1356,톡방,4878,2
1357,카페에,4878,3
1358,이대감,4878,3
1359,무료충,4878,3
1360,료충전,4878,3
1361,하는분,4878,3
1362,초보도,4878,3
1363,단톡방,4878,3
1364,톡방에,4878,3
1365,무료충전,4878,4
1366,단톡방에,4878,4
1367,톡방에서,4878,4
1368,단톡방에서,4878,5
1369,시스,4870,2
1370,스템,4870,2
1371,시스템,4870,3
1372,되면서,4868,3
1373,았,4860,1
1374,환,4840,1
1375,소액,4826,2
1376,하며,4825,2
1377,입하,4807,2
1378,하시면,4803,3
1379,저가,4793,2
1380,안들이,4774,3
1381,들이고,4774,3
1382,돈안들이,4774,4
1383,안들이고,4774,4
1384,돈안들이고,4774,5
1385,전달,4731,2
1386,달해,4731,2
1387,전달해,4731,3
1388,은정보가,4731,4
1389,좋은정보가,4731,5
1390,발생,4729,2
1391,귀한,4721,2
1392,고는,4695,2
1393,손실,4681,2
1394,실을,4681,2
1395,꾸준,4681,2
1396,준한,4681,2
1397,손실을,4681,3
1398,꾸준한,4681,3
1399,이용하,4674,3
1400,핑하,4673,2
1401,서핑하,4673,3
1402,웹서핑하,4673,4
1403,시는분,4641,3
1404,시는분들,4641,4
1405,종,4629,1
1406,믿고,4622,2
1407,없이,4605,2
1408,따라,4582,2
1409,었,4530,1
1410,권,4524,1
1411,지급하,4519,3
1412,현,4495,1
1413,탄,4484,1
1414,략,4484,1
1415,른증,4484,2
1416,증권,4484,2
1417,위험,4484,2
1418,전략,4484,2
1419,바른증,4484,3
1420,른증권,4484,3
1421,바른증권,4484,4
1422,겨,4462,1
1423,다양,4459,2
1424,격,4455,1
1425,판,4454,1
1426,프로그,4427,3
1427,로그램,4427,3
1428,프로그램,4427,4
1429,난,4415,1
1430,누구,4392,2
1431,시거,4390,2
1432,시거나,4390,3
1433,제공,4379,2
1434,꼭,4372,1
1435,아서,4319,2
1436,스마,4298,2
1437,마트,4298,2
1438,스마트,4298,3
1439,자동,4285,2
1440,상품,4255,2
1441,짜,4247,1
1442,하시는분,4247,4
1443,하시는분들,4247,5
1444,리기,4233,2
1445,처,4232,1
1446,들에,4204,2
1447,많아,4203,2
1448,변,4181,1
1449,들에게,4164,3
1450,이유,4163,2
1451,벤트로,4140,3
1452,이벤트로,4140,4
1453,강,4120,1
1454,조합,4075,2
1455,되었,4068,2
1456,트가,4038,2
1457,지원,4024,2
1458,스템이,4019,3
1459,시스템이,4019,4
1460,망,4006,1
1461,장으,3995,2
1462,장으로,3995,3
1463,받았,3992,2
1464,릴,3973,1
1465,인생,3962,2
1466,잡,3956,1
1467,투잡,3954,2
1468,놀,3943,1
1469,전단,3895,2
1470,양말,3884,2
1471,아보,3851,2
1472,알아보,3850,3
1473,해도,3816,2
1474,홍,3810,1
1475,홍보,3810,2
1476,차,3807,1
1477,진행,3790,2
1478,신분,3758,2
1479,움이,3751,2
1480,하신,3744,2
1481,현재,3738,2
1482,익금,3716,2
1483,수익금,3716,3
1484,평생,3701,2
1485,벤트가,3692,3
1486,이벤트가,3692,4
1487,같습,3675,2
1488,같습니,3675,3
1489,같습니다,3675,4
1490,하나,3669,2
1491,양한,3669,2
1492,비교,3666,2
1493,만으,3662,2
1494,만으로,3662,3
1495,가장,3660,2
1496,안좋,3638,2
1497,안좋아,3638,3
1498,수입,3636,2
1499,천,3634,1
1500,들만,3628,2
1501,주인,3620,2
1502,하시거,3616,3
1503,하시거나,3616,4
1504,입을,3612,2
1505,필요,3599,2
1506,영과,3599,2
1507,돌발,3599,2
1508,운영과,3599,3
1509,구나,3595,2
1510,누구나,3595,3
1511,씩,3591,1
1512,피,3579,1
1513,함,3564,1
1514,받아,3563,2
1515,예,3548,1
1516,공부,3516,2
1517,졸,3506,1
1518,졸업,3506,2
1519,활동,3497,2
1520,걱,3477,1
1521,걱정,3477,2
1522,하네,3449,2
1523,하네요,3449,3
1524,적으,3426,2
1525,적으로,3426,3
1526,원금,3407,2
1527,역,3397,1
1528,하던,3371,2
1529,문자,3345,2
1530,용하는,3329,3
1531,해드,3301,2
1532,유는,3300,2
1533,이유는,3300,3
1534,업자,3294,2
1535,도움이,3292,3
1536,력,3284,1
1537,시길,3269,2
1538,편,3259,1
1539,록하고,3255,3
1540,등록하고,3255,4
1541,긴,3237,1
1542,같은,3233,2
1543,협,3231,1
1544,협동,3231,2
1545,동조,3231,2
1546,협동조,3231,3
1547,동조합,3231,3
1548,협동조합,3231,4
1549,접,3229,1
1550,특히,3229,2
1551,앱,3226,1
1552,지면,3225,2
1553,얻,3221,1
1554,분이,3217,2
1555,원으,3217,2
1556,원으로,3217,3
1557,보시,3216,2
1558,고있,3212,2
1559,리를,3199,2
1560,러가,3195,2
1561,서요,3193,2
1562,특허,3185,2
1563,안전하,3182,3
1564,유망,3177,2
1565,안내,3169,2
1566,거래,3165,2
1567,인이,3163,2
1568,쿠,3163,1
1569,료쿠,3163,2
1570,쿠폰,3163,2
1571,무료쿠,3163,3
1572,료쿠폰,3163,3
1573,무료쿠폰,3163,4
1574,한다,3160,2
1575,결,3159,1
1576,트폰,3158,2
1577,마트폰,3158,3
1578,스마트폰,3158,4
1579,지면서,3152,3
1580,락,3137,1
1581,국에,3133,2
1582,국에서,3133,3
1583,부하,3122,2
1584,공부하,3122,3
1585,단지,3116,2
1586,전단지,3116,3
1587,에도,3115,2
1588,있고,3114,2
1589,동하,3112,2
1590,활동하,3112,3
1591,발가,3096,2
1592,가락,3096,2
1593,발가락,3096,3
1594,있으면,3085,3
1595,개로,3085,2
1596,통해,3073,2
1597,원이,3066,2
1598,시대,3061,2
1599,컴,3060,1
1600,도를,3053,2
1601,들의,3046,2
1602,품에,3029,2
1603,단하,3012,2
1604,제도,3010,2
1605,트를,3008,2
1606,이트를,3008,3
1607,떨,2996,1
1608,론,2984,1
1609,물론,2984,2
1610,순,2967,1
1611,타,2959,1
1612,받기,2949,2
1613,님들에,2938,3
1614,님들에게,2938,4
1615,르,2929,1
1616,믿을,2919,2
1617,입이,2916,2
1618,움으,2898,2
1619,도움으,2898,3
1620,움으로,2898,3
1621,도움으로,2898,4
1622,작,2894,1
1623,다양한,2891,3
1624,해보고,2890,3
1625,려운,2878,2
1626,어려운,2878,3
1627,대학생,2875,3
1628,돈을,2871,2
1629,저와,2866,2
1630,후기,2866,2
1631,자로,2866,2
1632,어도,2862,2
1633,한번,2861,2
1634,원씩,2861,2
1635,만원씩,2861,3
1636,가치,2859,2
1637,유지,2853,2
1638,느,2850,1
1639,끼,2850,1
1640,느끼,2850,2
1641,어서요,2847,3
1642,큼,2842,1
1643,만큼,2842,2
1644,근,2838,1
1645,감이,2834,2
1646,영업자,2833,3
1647,자영업자,2833,4
1648,중에,2828,2
1649,것은,2823,2
1650,남겨,2823,2
1651,하단,2823,2
1652,을거,2823,2
1653,할거,2823,2
1654,가고,2822,2
1655,고있는,2820,3
1656,분인,2819,2
1657,라는,2819,2
1658,리스,2819,2
1659,으로도,2819,3
1660,만으로도,2819,4
1661,러가기,2815,3
1662,핑하다,2795,3
1663,서핑하다,2795,4
1664,웹서핑하다,2795,5
1665,은데,2794,2
1666,많은데,2794,3
1667,고요,2788,2
1668,전하게,2788,3
1669,안전하게,2788,4
1670,되자,2786,2
1671,창업도,2786,3
1672,푼,2778,1
1673,허기,2778,2
1674,폼의,2778,2
1675,한푼,2778,2
1676,특허기,2778,3
1677,허기술,2778,3
1678,랫폼의,2778,3
1679,주인이,2778,3
1680,특허기술,2778,4
1681,플랫폼의,2778,4
1682,해드립,2775,3
1683,해드립니,2775,4
1684,해드립니다,2775,5
1685,업거,2772,2
1686,부업거,2772,3
1687,업거리,2772,3
1688,거리를,2772,3
1689,부업거리,2772,4
1690,업거리를,2772,4
1691,부업거리를,2772,5
1692,좋아지,2768,3
1693,아지면,2768,3
1694,안좋아지,2768,4
1695,좋아지면,2768,4
1696,아지면서,2768,4
1697,안좋아지면,2768,5
1698,좋아지면서,2768,5
1699,링크를,2759,3
1700,장을,2758,2
1701,부자,2744,2
1702,한국에,2738,3
1703,한국에서,2738,4
1704,레이,2734,2
1705,아시,2731,2
1706,최대,2714,2
1707,최다,2714,2
1708,움을,2704,2
1709,드릴,2704,2
1710,업계,2701,2
1711,도움을,2701,3
1712,혜,2699,1
1713,한다고,2698,3
1714,혜택,2698,2
1715,대입,2678,2
1716,시대입,2678,3
1717,대입니,2678,3
1718,시대입니,2678,4
1719,대입니다,2678,4
1720,시대입니다,2678,5
1721,릴려,2664,2
1722,드릴려,2664,3
1723,질수,2649,2
1724,회복,2648,2
1725,대비,2648,2
1726,회원이,2638,3
1727,내용,2636,2
1728,용을,2636,2
1729,내용을,2636,3
1730,판단,2632,2
1731,판단하,2632,3
1732,단하시,2632,3
1733,판단하시,2632,4
1734,다가,2627,2
1735,시행,2626,2
1736,소개로,2626,3
1737,제도를,2626,3
1738,출금,2609,2
1739,보러,2605,2
1740,비트,2599,2
1741,하루,2596,2
1742,상황,2589,2
1743,축,2588,1
1744,위축,2588,2
1745,황에,2588,2
1746,직면,2588,2
1747,내고,2588,2
1748,상황에,2588,3
1749,목,2571,1
1750,지금,2569,2
1751,세히,2568,2
1752,자세히,2568,3
1753,번에,2551,2
1754,원들,2534,2
1755,회원들,2534,3
1756,말이,2525,2
1757,림,2512,1
1758,충분,2512,2
1759,가입이,2509,3
1760,려우,2501,2
1761,어려우,2501,3
1762,석,2500,1
1763,행하,2498,2
1764,행하고,2498,3
1765,깜,2479,1
1766,믿기,2479,2
1767,체가,2479,2
1768,깜놀,2479,2
1769,놀해,2479,2
1770,알고,2479,2
1771,고만,2479,2
1772,치가,2479,2
1773,되시,2479,2
1774,홍보하,2479,3
1775,업체가,2479,3
1776,깜놀해,2479,3
1777,놀해서,2479,3
1778,알고만,2479,3
1779,있어도,2479,3
1780,가치가,2479,3
1781,되시길,2479,3
1782,홍보하고,2479,4
1783,인해보고,2479,4
1784,깜놀해서,2479,4
1785,저님들에,2479,4
1786,확인해보고,2479,5
1787,유저님들에,2479,5
1788,저님들에게,2479,5
1789,들지,2479,2
1790,면에,2479,2
1791,지하,2479,2
1792,만한,2440,2
1793,전성,2440,2
1794,라도,2440,2
1795,드가,2440,2
1796,위에서,2440,3
1797,보고있,2440,3
1798,안전성,2440,3
1799,주위에서,2440,4
1800,매장,2439,2
1801,닙,2439,1
1802,됨,2439,1
1803,욕,2439,1
1804,쌓,2439,1
1805,두가,2439,2
1806,든것,2439,2
1807,아닙,2439,2
1808,닙니,2439,2
1809,들다,2439,2
1810,난리,2439,2
1811,리인,2439,2
1812,공개,2439,2
1813,개이,2439,2
1814,들때,2439,2
1815,움받,2439,2
1816,았기,2439,2
1817,람이,2439,2
1818,몇사,2439,2
1819,감가,2439,2
1820,을만,2439,2
1821,한분,2439,2
1822,인거,2439,2
1823,음고,2439,2
1824,고생,2439,2
1825,신것,2439,2
1826,올라,2439,2
1827,라와,2439,2
1828,실제,2439,2
1829,제후,2439,2
1830,기와,2439,2
1831,거기,2439,2
1832,겨진,2439,2
1833,단에,2439,2
1834,단돈,2439,2
1835,매우,2439,2
1836,단순,2439,2
1837,합법,2439,2
1838,법적,2439,2
1839,적임,2439,2
1840,모바,2439,2
1841,바일,2439,2
1842,일로,2439,2
1843,모의,2439,2
1844,의투,2439,2
1845,분한,2439,2
1846,연습,2439,2
1847,습가,2439,2
1848,험상,2439,2
1849,런분,2439,2
1850,식거,2439,2
1851,래로,2439,2
1852,계신,2439,2
1853,외선,2439,2
1854,대여,2439,2
1855,여업,2439,2
1856,성과,2439,2
1857,익면,2439,2
1858,교가,2439,2
1859,안됨,2439,2
1860,간없,2439,2
1861,짜투,2439,2
1862,투리,2439,2
1863,간만,2439,2
1864,부수,2439,2
1865,욕심,2439,2
1866,심없,2439,2
1867,씩만,2439,2
1868,많음,2439,2
1869,우시,2439,2
1870,도전,2439,2
1871,아르,2439,2
1872,르바,2439,2
1873,구하,2439,2
1874,적고,2439,2
1875,액이,2439,2
1876,전초,2439,2
1877,벌고,2439,2
1878,정할,2439,2
1879,보였,2439,2
1880,였는,2439,2
1881,얻고,2439,2
1882,라하,2439,2
1883,쌓였,2439,2
1884,였습,2439,2
1885,트비,2439,2
1886,점점,2439,2
1887,지고,2439,2
1888,자의,2439,2
1889,트렌,2439,2
1890,렌드,2439,2
1891,변하,2439,2
1892,진입,2439,2
1893,감하,2439,2
1894,동질,2439,2
1895,질감,2439,2
1896,감을,2439,2
1897,끼는,2439,2
1898,감님,2439,2
1899,남긴,2439,2
1900,홈피,2439,2
1901,피가,2439,2
1902,갑시,2439,2
1903,힘들지,2439,3
1904,들지만,2439,3
1905,모두가,2439,3
1906,힘든것,2439,3
1907,든것은,2439,3
1908,아닙니,2439,3
1909,닙니다,2439,3
1910,힘들다,2439,3
1911,들다고,2439,3
1912,난리인,2439,3
1913,리인데,2439,3
1914,공개이,2439,3
1915,개이유,2439,3
1916,힘들때,2439,3
1917,도움받,2439,3
1918,움받았,2439,3
1919,받았기,2439,3
1920,때문이,2439,3
1921,문이어,2439,3
1922,이어요,2439,3
1923,사람이,2439,3
1924,몇사람,2439,3
1925,공감가,2439,3
1926,감가고,2439,3
1927,믿을만,2439,3
1928,을만한,2439,3
1929,만한분,2439,3
1930,한분이,2439,3
1931,대감이,2439,3
1932,감이라,2439,3
1933,이라는,2439,3
1934,라는분,2439,3
1935,는분인,2439,3
1936,분인거,2439,3
1937,마음고,2439,3
1938,음고생,2439,3
1939,하신것,2439,3
1940,올라와,2439,3
1941,실제후,2439,3
1942,제후기,2439,3
1943,후기와,2439,3
1944,거기에,2439,3
1945,남겨진,2439,3
1946,하단에,2439,3
1947,만원으,2439,3
1948,투자가,2439,3
1949,자가능,2439,3
1950,합법적,2439,3
1951,법적임,2439,3
1952,모바일,2439,3
1953,바일로,2439,3
1954,모의투,2439,3
1955,의투자,2439,3
1956,투자로,2439,3
1957,충분한,2439,3
1958,연습가,2439,3
1959,습가능,2439,3
1960,경험상,2439,3
1961,이런분,2439,3
1962,런분들,2439,3
1963,좋을거,2439,3
1964,주식거,2439,3
1965,식거래,2439,3
1966,거래로,2439,3
1967,계신분,2439,3
1968,해외선,2439,3
1969,외선물,2439,3
1970,대여업,2439,3
1971,여업체,2439,3
1972,전성과,2439,3
1973,수익면,2439,3
1974,익면에,2439,3
1975,면에서,2439,3
1976,비교가,2439,3
1977,시간없,2439,3
1978,간없는,2439,3
1979,짜투리,2439,3
1980,시간만,2439,3
1981,간만으,2439,3
1982,부수입,2439,3
1983,수입을,2439,3
1984,욕심없,2439,3
1985,심없이,2439,3
1986,원씩만,2439,3
1987,유지하,2439,3
1988,지하는,2439,3
1989,려우시,2439,3
1990,우시다,2439,3
1991,시다면,2439,3
1992,도전하,2439,3
1993,전하세,2439,3
1994,아르바,2439,3
1995,르바이,2439,3
1996,바이트,2439,3
1997,구하는,2439,3
1998,리스트,2439,3
1999,소액이,2439,3
2000,액이라,2439,3
2001,이라도,2439,3
2002,완전초,2439,3
2003,전초보,2439,3
2004,있는분,2439,3
2005,드리기,2439,3
2006,걱정할,2439,3
2007,정할거,2439,3
2008,없어요,2439,3
2009,초보였,2439,3
2010,보였는,2439,3
2011,였는데,2439,3
2012,따라하,2439,3
2013,라하니,2439,3
2014,쌓였습,2439,3
2015,였습니,2439,3
2016,비트비,2439,3
2017,많아지,2439,3
2018,아지고,2439,3
2019,투자의,2439,3
2020,트렌드,2439,3
2021,렌드가,2439,3
2022,변하고,2439,3
2023,시장으,2439,3
2024,진입하,2439,3
2025,입하세,2439,3
2026,공감하,2439,3
2027,감하고,2439,3
2028,동질감,2439,3
2029,질감을,2439,3
2030,느끼는,2439,3
2031,대감님,2439,3
2032,감님이,2439,3
2033,홈피가,2439,3
2034,없어서,2439,3
2035,받으로,2439,3
2036,갑시다,2439,3
2037,힘들지만,2439,4
2038,힘든것은,2439,4
2039,아닙니다,2439,4
2040,위에서는,2439,4
2041,힘들다고,2439,4
2042,난리인데,2439,4
2043,보고있는,2439,4
2044,공개이유,2439,4
2045,개이유는,2439,4
2046,도움받았,2439,4
2047,움받았기,2439,4
2048,때문이어,2439,4
2049,문이어요,2439,4
2050,공감가고,2439,4
2051,믿을만한,2439,4
2052,을만한분,2439,4
2053,만한분이,2439,4
2054,이대감이,2439,4
2055,대감이라,2439,4
2056,감이라는,2439,4
2057,이라는분,2439,4
2058,라는분인,2439,4
2059,는분인거,2439,4
2060,마음고생,2439,4
2061,실제후기,2439,4
2062,제후기와,2439,4
2063,만원으로,2439,4
2064,투자가능,2439,4
2065,합법적임,2439,4
2066,모바일로,2439,4
2067,모의투자,2439,4
2068,의투자로,2439,4
2069,연습가능,2439,4
2070,이런분들,2439,4
2071,런분들이,2439,4
2072,주식거래,2439,4
2073,식거래로,2439,4
2074,해외선물,2439,4
2075,대여업체,2439,4
2076,이용하는,2439,4
2077,용하는분,2439,4
2078,안전성과,2439,4
2079,수익면에,2439,4
2080,익면에서,2439,4
2081,시간없는,2439,4
2082,시간만으,2439,4
2083,간만으로,2439,4
2084,부수입을,2439,4
2085,욕심없이,2439,4
2086,만원씩만,2439,4
2087,유지하는,2439,4
2088,어려우시,2439,4
2089,려우시다,2439,4
2090,우시다면,2439,4
2091,도전하세,2439,4
2092,전하세요,2439,4
2093,아르바이,2439,4
2094,르바이트,2439,4
2095,바이트를,2439,4
2096,소액이라,2439,4
2097,액이라도,2439,4
2098,원하는분,2439,4
2099,완전초보,2439,4
2100,전초보도,2439,4
2101,있는분들,2439,4
2102,려드리기,2439,4
2103,걱정할거,2439,4
2104,초보였는,2439,4
2105,보였는데,2439,4
2106,따라하니,2439,4
2107,쌓였습니,2439,4
2108,였습니다,2439,4
2109,많아지고,2439,4
2110,트렌드가,2439,4
2111,시장으로,2439,4
2112,진입하세,2439,4
2113,입하세요,2439,4
2114,공감하고,2439,4
2115,동질감을,2439,4
2116,이대감님,2439,4
2117,대감님이,2439,4
2118,없어서요,2439,4
2119,주위에서는,2439,5
2120,공개이유는,2439,5
2121,도움받았기,2439,5
2122,때문이어요,2439,5
2123,믿을만한분,2439,5
2124,을만한분이,2439,5
2125,이대감이라,2439,5
2126,대감이라는,2439,5
2127,감이라는분,2439,5
2128,이라는분인,2439,5
2129,라는분인거,2439,5
2130,실제후기와,2439,5
2131,모의투자로,2439,5
2132,이런분들이,2439,5
